Cluster ID,Batch Size,nprobe,Retrieved Docs,Num Threads,Avg Retrieval Latency (s)
4,88,8,5,32,0.015336153507232666
4,96,8,5,32,0.01584547758102417
4,104,8,5,32,0.0183165442943573
4,112,8,5,32,0.01935048580169678
4,120,8,5,32,0.019868607521057128
4,128,8,5,32,0.02012654662132263
4,136,8,5,32,0.02243389368057251
4,144,8,5,32,0.023536375761032104
4,152,8,5,32,0.024174079895019532
4,160,8,5,32,0.02457457184791565
5,1,8,5,32,0.004281463623046875
5,2,8,5,32,0.0046512258052825925
5,4,8,5,32,0.004993435144424439
5,8,8,5,32,0.005620925426483154
5,16,8,5,32,0.0063475918769836425
5,24,8,5,32,0.007475402355194092
5,32,8,5,32,0.00837450623512268
5,40,8,5,32,0.012390033006668091
5,48,8,5,32,0.013441778421401977
5,56,8,5,32,0.014496335983276367
5,64,8,5,32,0.015193015336990356
5,72,8,5,32,0.01887192726135254
5,80,8,5,32,0.020030804872512818
5,88,8,5,32,0.021083933115005494
5,96,8,5,32,0.021837197542190552
5,104,8,5,32,0.025083422660827637
5,112,8,5,32,0.026798635721206665
5,120,8,5,32,0.027719706296920776
5,128,8,5,32,0.028087347745895386
5,136,8,5,32,0.031146295070648193
5,144,8,5,32,0.03217221736907959
5,152,8,5,32,0.03272392988204956
5,160,8,5,32,0.03288968086242676
6,1,8,5,32,0.0028589653968811037
6,2,8,5,32,0.0031557989120483397
6,4,8,5,32,0.0034965384006500244
6,8,8,5,32,0.003927208185195923
6,16,8,5,32,0.00438158392906189
6,24,8,5,32,0.004840595722198486
6,32,8,5,32,0.00543786883354187
6,40,8,5,32,0.007844198942184449
6,48,8,5,32,0.008611009120941163
6,56,8,5,32,0.009175761938095092
6,64,8,5,32,0.009565531015396119
6,72,8,5,32,0.011675227880477906
6,80,8,5,32,0.01250948667526245
6,88,8,5,32,0.013049153089523315
6,96,8,5,32,0.013440344333648682
6,104,8,5,32,0.015472686290740967
6,112,8,5,32,0.016317551136016847
6,120,8,5,32,0.016889028549194336
6,128,8,5,32,0.017178341150283813
6,136,8,5,32,0.019135801792144774
6,144,8,5,32,0.019897361993789674
6,152,8,5,32,0.02051280379295349
6,160,8,5,32,0.020827717781066894
7,1,8,5,32,0.0031951332092285158
7,2,8,5,32,0.003509526252746582
7,4,8,5,32,0.0038541007041931153
7,8,8,5,32,0.00428083062171936
7,16,8,5,32,0.004873430728912354
7,24,8,5,32,0.005593959093093872
7,32,8,5,32,0.00637243390083313
7,40,8,5,32,0.009348852634429932
7,48,8,5,32,0.010069319009780885
7,56,8,5,32,0.010685703754425048
7,64,8,5,32,0.011175328493118286
7,72,8,5,32,0.013791557550430298
7,80,8,5,32,0.01478075623512268
7,88,8,5,32,0.015477147102355957
7,96,8,5,32,0.015758581161499023
7,104,8,5,32,0.01802064657211304
7,112,8,5,32,0.019162319898605347
7,120,8,5,32,0.019805796146392822
7,128,8,5,32,0.020085339546203614
7,136,8,5,32,0.02219744086265564
7,144,8,5,32,0.02328567862510681
7,152,8,5,32,0.02417551040649414
7,160,8,5,32,0.024491560459136964
8,1,8,5,32,0.0033746457099914553
8,2,8,5,32,0.0037618827819824218
8,4,8,5,32,0.004076565504074097
8,8,8,5,32,0.004659899473190308
8,16,8,5,32,0.00521320104598999
8,24,8,5,32,0.005839513540267944
8,32,8,5,32,0.006486760377883911
8,40,8,5,32,0.009488478899002076
8,48,8,5,32,0.010321074724197387
8,56,8,5,32,0.0110535728931427
8,64,8,5,32,0.011497879028320312
8,72,8,5,32,0.014292744398117065
8,80,8,5,32,0.015193157196044922
8,88,8,5,32,0.01591015815734863
8,96,8,5,32,0.016344418525695802
8,104,8,5,32,0.018878638744354248
8,112,8,5,32,0.01994057059288025
8,120,8,5,32,0.020670467615127565
8,128,8,5,32,0.02103529214859009
8,136,8,5,32,0.023233826160430907
8,144,8,5,32,0.024428051710128785
8,152,8,5,32,0.025050843954086303
8,160,8,5,32,0.02547632932662964
9,1,8,5,32,0.0029029250144958496
9,2,8,5,32,0.003210656642913818
9,4,8,5,32,0.0035266292095184324
9,8,8,5,32,0.003907641172409057
9,16,8,5,32,0.004374924898147583
9,24,8,5,32,0.004923230409622193
9,32,8,5,32,0.005634396076202392
9,40,8,5,32,0.008403645753860474
9,48,8,5,32,0.009028850793838502
9,56,8,5,32,0.009684550762176513
9,64,8,5,32,0.010009860992431641
9,72,8,5,32,0.012506879568099975
9,80,8,5,32,0.013311549425125122
9,88,8,5,32,0.013871138095855712
9,96,8,5,32,0.014250539541244507
9,104,8,5,32,0.016437522172927856
9,112,8,5,32,0.01754968285560608
9,120,8,5,32,0.018190386295318602
9,128,8,5,32,0.018632943630218505
9,136,8,5,32,0.02071121335029602
9,144,8,5,32,0.02179483413696289
9,152,8,5,32,0.022507009506225587
9,160,8,5,32,0.02296785593032837
0,1,128,5,32,0.06454649209976196
0,2,128,5,32,0.06525171041488648
0,4,128,5,32,0.06552478432655334
0,8,128,5,32,0.06827893614768982
0,16,128,5,32,0.07185168981552124
0,24,128,5,32,0.07606824040412903
0,32,128,5,32,0.0825864839553833
0,40,128,5,32,0.14102529048919676
0,48,128,5,32,0.14426377296447754
0,56,128,5,32,0.1500713562965393
0,64,128,5,32,0.15643411755561829
0,72,128,5,32,0.2125977373123169
0,80,128,5,32,0.21797038197517396
0,88,128,5,32,0.21860690474510192
0,96,128,5,32,0.22424530506134033
0,104,128,5,32,0.27556829929351806
0,112,128,5,32,0.2842923331260681
0,120,128,5,32,0.29153030514717104
0,128,128,5,32,0.2972078680992126
0,136,128,5,32,0.3472895872592926
0,144,128,5,32,0.3557525491714478
0,152,128,5,32,0.3619589972496033
0,160,128,5,32,0.3672447144985199
1,1,128,5,32,0.06514415621757508
1,2,128,5,32,0.07256365656852722
1,4,128,5,32,0.07834018588066101
1,8,128,5,32,0.08269630908966065
1,16,128,5,32,0.09112830400466919
1,24,128,5,32,0.10631686329841614
1,32,128,5,32,0.12011467218399048
1,40,128,5,32,0.1911885178089142
1,48,128,5,32,0.19842552423477172
1,56,128,5,32,0.20237913131713867
1,64,128,5,32,0.1862780237197876
1,72,128,5,32,0.24326593518257142
1,80,128,5,32,0.2532548224925995
1,88,128,5,32,0.2697311723232269
1,96,128,5,32,0.27408571600914
1,104,128,5,32,0.33112004995346067
1,112,128,5,32,0.3432627201080322
1,120,128,5,32,0.35224596500396727
1,128,128,5,32,0.35747957944869996
1,136,128,5,32,0.41030906319618227
1,144,128,5,32,0.4146770346164703
1,152,128,5,32,0.41874831676483154
1,160,128,5,32,0.4231126880645752
2,1,128,5,32,0.05600184082984924
2,2,128,5,32,0.05906511068344116
2,4,128,5,32,0.06408704042434693
2,8,128,5,32,0.0682616639137268
2,16,128,5,32,0.07239524126052857
2,24,128,5,32,0.08126292824745178
2,32,128,5,32,0.10069404006004333
2,40,128,5,32,0.16141425609588622
2,48,128,5,32,0.17007906079292298
