Frequency,Cluster ID,Batch Size,nprobe,Retrieved Docs,Num Threads,Avg Retrieval Latency (s)
1000,9,160,128,5,32,0.7154517853260041
1200,0,1,128,5,32,0.13524917244911194
1200,0,2,128,5,32,0.14072885513305664
1200,0,4,128,5,32,0.1449428915977478
1200,0,8,128,5,32,0.1504293143749237
1200,0,16,128,5,32,0.15454418182373048
1200,0,24,128,5,32,0.15792778968811036
1200,0,32,128,5,32,0.16047475576400758
1200,0,40,128,5,32,0.28870797872543336
1200,0,48,128,5,32,0.29545990347862244
1200,0,56,128,5,32,0.29965118527412415
1200,0,64,128,5,32,0.3039388811588287
1200,0,72,128,5,32,0.4260415530204773
1200,0,80,128,5,32,0.43466478228569033
1200,0,88,128,5,32,0.43889109015464783
1200,0,96,128,5,32,0.4426961088180542
1200,0,104,128,5,32,0.561972588300705
1200,0,112,128,5,32,0.5727934396266937
1200,0,120,128,5,32,0.5792162597179413
1200,0,128,128,5,32,0.583672536611557
1200,0,136,128,5,32,0.6985361695289611
1200,0,144,128,5,32,0.7098369824886323
1200,0,152,128,5,32,0.7166133046150207
1200,0,160,128,5,32,0.7193665540218354
1200,1,1,128,5,32,0.1534102177619934
1200,1,2,128,5,32,0.16154388189315796
1200,1,4,128,5,32,0.16949891328811645
1200,1,8,128,5,32,0.17590663313865662
1200,1,16,128,5,32,0.182191241979599
1200,1,24,128,5,32,0.1869702935218811
1200,1,32,128,5,32,0.19055305957794189
1200,1,40,128,5,32,0.338769496679306
1200,1,48,128,5,32,0.34696014881134035
1200,1,56,128,5,32,0.35492104172706607
1200,1,64,128,5,32,0.3578852570056915
1200,1,72,128,5,32,0.5009789478778839
1200,1,80,128,5,32,0.5110097587108612
1200,1,88,128,5,32,0.5176842164993286
1200,1,96,128,5,32,0.5235508465766907
1200,1,104,128,5,32,0.6590118086338044
1200,1,112,128,5,32,0.6725426590442658
1200,1,120,128,5,32,0.6791563427448273
1200,1,128,128,5,32,0.6838533985614776
1200,1,136,128,5,32,0.8182590329647064
1200,1,144,128,5,32,0.8281904125213623
1200,1,152,128,5,32,0.8363669621944427
1200,1,160,128,5,32,0.8399763059616089
1200,2,1,128,5,32,0.13053688526153565
1200,2,2,128,5,32,0.13905966877937317
1200,2,4,128,5,32,0.14467859864234925
1200,2,8,128,5,32,0.14989188313484192
1200,2,16,128,5,32,0.15810161232948303
1200,2,24,128,5,32,0.16135417938232421
1200,2,32,128,5,32,0.16208405137062074
1200,2,40,128,5,32,0.28987064957618713
1200,2,48,128,5,32,0.2966667711734772
1200,2,56,128,5,32,0.3016498911380768
1200,2,64,128,5,32,0.3047032809257507
1200,2,72,128,5,32,0.42782616496086123
1200,2,80,128,5,32,0.43641187191009523
1200,2,88,128,5,32,0.44260308384895325
1200,2,96,128,5,32,0.4484168088436127
1200,2,104,128,5,32,0.5660521078109741
1200,2,112,128,5,32,0.5777055263519287
1200,2,120,128,5,32,0.5832277917861939
1200,2,128,128,5,32,0.5869861555099487
1200,2,136,128,5,32,0.7026161575317382
1200,2,144,128,5,32,0.7134522807598114
1200,2,152,128,5,32,0.7220020174980164
1200,2,160,128,5,32,0.7259679782390595
1200,3,1,128,5,32,0.12741284132003783
1200,3,2,128,5,32,0.13288641333580017
1200,3,4,128,5,32,0.1376339840888977
1200,3,8,128,5,32,0.1426738667488098
1200,3,16,128,5,32,0.14681345701217652
1200,3,24,128,5,32,0.14908102869987488
1200,3,32,128,5,32,0.15123127222061158
1200,3,40,128,5,32,0.2765621519088745
1200,3,48,128,5,32,0.28285104751586915
1200,3,56,128,5,32,0.2863294577598572
1200,3,64,128,5,32,0.28758820056915285
1200,3,72,128,5,32,0.4077989912033081
1200,3,80,128,5,32,0.41403940558433533
1200,3,88,128,5,32,0.41887818098068236
1200,3,96,128,5,32,0.42181469559669493
1200,3,104,128,5,32,0.5399195730686188
1200,3,112,128,5,32,0.5487007975578309
1200,3,120,128,5,32,0.5526334095001221
1200,3,128,128,5,32,0.5551366257667542
1200,3,136,128,5,32,0.6706893062591552
1200,3,144,128,5,32,0.6798816657066346
1200,3,152,128,5,32,0.6855556774139404
1200,3,160,128,5,32,0.6868421304225921
1200,4,1,128,5,32,0.12117562770843505
1200,4,2,128,5,32,0.125968976020813
1200,4,4,128,5,32,0.13063940048217773
1200,4,8,128,5,32,0.1351384437084198
1200,4,16,128,5,32,0.13919111847877502
1200,4,24,128,5,32,0.14148593783378602
1200,4,32,128,5,32,0.1440791094303131
1200,4,40,128,5,32,0.26296271562576295
1200,4,48,128,5,32,0.2690873849391937
1200,4,56,128,5,32,0.2705960774421692
1200,4,64,128,5,32,0.2738461375236511
1200,4,72,128,5,32,0.38677876234054565
1200,4,80,128,5,32,0.39186246156692506
1200,4,88,128,5,32,0.3956701362133026
1200,4,96,128,5,32,0.4002084183692932
1200,4,104,128,5,32,0.5100198698043823
1200,4,112,128,5,32,0.5172450435161591
1200,4,120,128,5,32,0.5219623816013336
1200,4,128,128,5,32,0.5245921874046325
1200,4,136,128,5,32,0.6368427085876465
1200,4,144,128,5,32,0.6425930178165435
1200,4,152,128,5,32,0.6455690562725067
1200,4,160,128,5,32,0.650382639169693
1200,5,1,128,5,32,0.15603692650794984
1200,5,2,128,5,32,0.16216452956199645
1200,5,4,128,5,32,0.16940293312072754
1200,5,8,128,5,32,0.17514094114303588
1200,5,16,128,5,32,0.17981278896331787
1200,5,24,128,5,32,0.18291785359382629
1200,5,32,128,5,32,0.18586376428604126
1200,5,40,128,5,32,0.3383522880077362
1200,5,48,128,5,32,0.3463975691795349
1200,5,56,128,5,32,0.35044962286949155
1200,5,64,128,5,32,0.3535179352760315
1200,5,72,128,5,32,0.5019207572937012
1200,5,80,128,5,32,0.5090294575691223
1200,5,88,128,5,32,0.5144817006587982
1200,5,96,128,5,32,0.5194153273105622
1200,5,104,128,5,32,0.6643036568164825
1200,5,112,128,5,32,0.674889690876007
1200,5,120,128,5,32,0.6809764337539673
1200,5,128,128,5,32,0.6836269950866699
1200,5,136,128,5,32,0.8276852035522461
1200,5,144,128,5,32,0.8359714579582215
1200,5,152,128,5,32,0.839847708940506
1200,5,160,128,5,32,0.844662857055664
1200,6,1,128,5,32,0.10956007122993469
1200,6,2,128,5,32,0.11588931322097779
1200,6,4,128,5,32,0.1226203465461731
1200,6,8,128,5,32,0.1278569746017456
1200,6,16,128,5,32,0.13258486986160278
1200,6,24,128,5,32,0.13553184986114503
1200,6,32,128,5,32,0.13801151037216186
1200,6,40,128,5,32,0.24249585151672362
1200,6,48,128,5,32,0.2501644694805145
1200,6,56,128,5,32,0.2541428077220917
1200,6,64,128,5,32,0.2576871383190155
1200,6,72,128,5,32,0.35758044719696047
1200,6,80,128,5,32,0.3654607391357422
1200,6,88,128,5,32,0.36999380588531494
1200,6,96,128,5,32,0.37494765758514403
1200,6,104,128,5,32,0.46933770418167114
1200,6,112,128,5,32,0.4796617066860199
1200,6,120,128,5,32,0.48610799908638
1200,6,128,128,5,32,0.48968804001808164
1200,6,136,128,5,32,0.5848640012741089
1200,6,144,128,5,32,0.5944190657138825
1200,6,152,128,5,32,0.5997382724285125
1200,6,160,128,5,32,0.6057725155353546
1200,7,1,128,5,32,0.11506250023841857
1200,7,2,128,5,32,0.12099687695503235
1200,7,4,128,5,32,0.1283806347846985
1200,7,8,128,5,32,0.13395946621894836
1200,7,16,128,5,32,0.13899282097816468
1200,7,24,128,5,32,0.14285402178764342
1200,7,32,128,5,32,0.14542198657989502
1200,7,40,128,5,32,0.2557229733467102
